대여소 그룹,대여소 명,반납 일자 / 월,반납 건수
마포구,103. 망원역 2번출구 앞,2015-09-27,16
마포구,104. 합정역 1번출구 앞,2015-09-27,9
마포구,105. 합정역 5번출구 앞,2015-09-27,6
마포구,106. 합정역 7번출구 앞,2015-09-27,15
마포구,107. 신한은행 서교동금융센터점 앞,2015-09-27,6
마포구,108. 서교동 사거리,2015-09-27,8
마포구,111. 상수역 2번출구 앞,2015-09-27,17
마포구,112. 극동방송국 앞,2015-09-27,7
마포구,113. 홍대입구역 2번출구 앞,2015-09-27,44
마포구,114. 홍대입구역 8번출구 앞,2015-09-27,13
마포구,118. 광흥창역 2번출구 앞,2015-09-27,10
마포구,119. 서강나루 공원,2015-09-27,12
마포구,120. 신수동 사거리,2015-09-27,8
마포구,121. 마포소방서 앞,2015-09-27,12
마포구,122. 신성기사식당 앞,2015-09-27,20
마포구,124. 서강대 정문 건너편,2015-09-27,21
마포구,125. 서강대 남문 옆,2015-09-27,13
마포구,126. 서강대 후문 옆,2015-09-27,22
마포구,129. 신촌역(2호선) 6번출구 옆,2015-09-27,10
마포구,130. 신촌역(2호선) 7번출구 앞,2015-09-27,5
마포구,136. 대흥동 주민센터,2015-09-27,2
서대문구,115. 사루비아 빌딩 앞,2015-09-27,6
서대문구,116. 일진아이윌아파트 옆,2015-09-27,15
서대문구,117. 홍은사거리,2015-09-27,2
서대문구,128. 신촌역(2호선) 1번출구 옆,2015-09-27,12
서대문구,131. 증산2교,2015-09-27,14
서대문구,132. 창천문화공원,2015-09-27,15
서대문구,133. 해담는다리,2015-09-27,3
서대문구,135. 명물길 원형무대 앞,2015-09-27,6
서대문구,137. NH농협 신촌지점 앞,2015-09-27,3
서대문구,138. 신촌동 제1공영주차장 앞,2015-09-27,2
서대문구,139. 연세대 정문 건너편,2015-09-27,2
서대문구,140. 이화여대 후문,2015-09-27,8
서대문구,141. 연대 대운동장 옆,2015-09-27,5
영등포구,200. 국회의원회관,2015-09-27,0
영등포구,201. 진미파라곤 앞,2015-09-27,15
영등포구,202. 국민일보 앞,2015-09-27,38
영등포구,203. 국회의사당역 3번출구 옆,2015-09-27,1
영등포구,204. 국회의사당역 5번출구 옆,2015-09-27,2
영등포구,205. 산업은행 앞,2015-09-27,21
영등포구,206. KBS 앞,2015-09-27,17
영등포구,209. 유진투자증권빌딩 앞,2015-09-27,17
영등포구,210. IFC몰,2015-09-27,33
영등포구,211. 여의도역 4번출구 옆,2015-09-27,15
영등포구,212. 여의도역 1번출구 옆,2015-09-27,6
영등포구,213. KT앞,2015-09-27,10
영등포구,214. 금융감독원 앞,2015-09-27,3
영등포구,215. 여의도고교 앞,2015-09-27,32
영등포구,216. 삼부아파트1동 앞,2015-09-27,12
영등포구,217. NH농협은행 앞,2015-09-27,2
영등포구,218. 증권거래소 앞,2015-09-27,1
영등포구,219. 롯데캐슬엠파이어 옆,2015-09-27,1
영등포구,220. 미성아파트 A동 앞,2015-09-27,8
영등포구,221. 여의도초교 앞,2015-09-27,21
영등포구,222. 시범아파트버스정류장 옆,2015-09-27,15
영등포구,223. 진주아파트상가 앞,2015-09-27,16
영등포구,224. 롯데캐슬 앞,2015-09-27,4
영등포구,225. 앙카라공원 앞,2015-09-27,2
영등포구,226. 샛강역 1번출구 앞,2015-09-27,12
그룹명 없음,대여소명 없음,2015-09-28,15
마포구,101. (구)합정동 주민센터,2015-09-28,13
마포구,102. 망원역 1번출구 앞,2015-09-28,28
마포구,103. 망원역 2번출구 앞,2015-09-28,34
마포구,104. 합정역 1번출구 앞,2015-09-28,24
마포구,105. 합정역 5번출구 앞,2015-09-28,12
마포구,106. 합정역 7번출구 앞,2015-09-28,41
마포구,107. 신한은행 서교동금융센터점 앞,2015-09-28,15
마포구,108. 서교동 사거리,2015-09-28,8
마포구,111. 상수역 2번출구 앞,2015-09-28,36
마포구,112. 극동방송국 앞,2015-09-28,33
마포구,113. 홍대입구역 2번출구 앞,2015-09-28,48
마포구,114. 홍대입구역 8번출구 앞,2015-09-28,27
마포구,118. 광흥창역 2번출구 앞,2015-09-28,39
마포구,119. 서강나루 공원,2015-09-28,23
마포구,120. 신수동 사거리,2015-09-28,14
마포구,121. 마포소방서 앞,2015-09-28,12
마포구,122. 신성기사식당 앞,2015-09-28,22
마포구,124. 서강대 정문 건너편,2015-09-28,58
마포구,125. 서강대 남문 옆,2015-09-28,14
마포구,126. 서강대 후문 옆,2015-09-28,33
마포구,129. 신촌역(2호선) 6번출구 옆,2015-09-28,27
마포구,130. 신촌역(2호선) 7번출구 앞,2015-09-28,18
마포구,136. 대흥동 주민센터,2015-09-28,1
서대문구,115. 사루비아 빌딩 앞,2015-09-28,12
서대문구,116. 일진아이윌아파트 옆,2015-09-28,14
서대문구,117. 홍은사거리,2015-09-28,4
서대문구,128. 신촌역(2호선) 1번출구 옆,2015-09-28,11
서대문구,131. 증산2교,2015-09-28,38
서대문구,132. 창천문화공원,2015-09-28,21
서대문구,133. 해담는다리,2015-09-28,5
서대문구,135. 명물길 원형무대 앞,2015-09-28,10
서대문구,137. NH농협 신촌지점 앞,2015-09-28,9
서대문구,138. 신촌동 제1공영주차장 앞,2015-09-28,8
서대문구,139. 연세대 정문 건너편,2015-09-28,1
서대문구,140. 이화여대 후문,2015-09-28,20
서대문구,141. 연대 대운동장 옆,2015-09-28,11
영등포구,201. 진미파라곤 앞,2015-09-28,39
영등포구,202. 국민일보 앞,2015-09-28,61
영등포구,203. 국회의사당역 3번출구 옆,2015-09-28,13
영등포구,204. 국회의사당역 5번출구 옆,2015-09-28,12
영등포구,205. 산업은행 앞,2015-09-28,56
영등포구,206. KBS 앞,2015-09-28,19
영등포구,209. 유진투자증권빌딩 앞,2015-09-28,18
영등포구,210. IFC몰,2015-09-28,52
영등포구,211. 여의도역 4번출구 옆,2015-09-28,38
영등포구,212. 여의도역 1번출구 옆,2015-09-28,11
영등포구,213. KT앞,2015-09-28,33
영등포구,214. 금융감독원 앞,2015-09-28,8
영등포구,215. 여의도고교 앞,2015-09-28,64
영등포구,216. 삼부아파트1동 앞,2015-09-28,14
영등포구,217. NH농협은행 앞,2015-09-28,11
영등포구,218. 증권거래소 앞,2015-09-28,16
영등포구,219. 롯데캐슬엠파이어 옆,2015-09-28,3
영등포구,220. 미성아파트 A동 앞,2015-09-28,9
영등포구,221. 여의도초교 앞,2015-09-28,43
영등포구,222. 시범아파트버스정류장 옆,2015-09-28,19
영등포구,223. 진주아파트상가 앞,2015-09-28,25
영등포구,224. 롯데캐슬 앞,2015-09-28,26
영등포구,225. 앙카라공원 앞,2015-09-28,18
영등포구,226. 샛강역 1번출구 앞,2015-09-28,15
그룹명 없음,대여소명 없음,2015-09-29,9
그룹명 없음,대여소명 없음,2015-09-29,1
마포구,101. (구)합정동 주민센터,2015-09-29,20
마포구,102. 망원역 1번출구 앞,2015-09-29,57
마포구,103. 망원역 2번출구 앞,2015-09-29,35
마포구,104. 합정역 1번출구 앞,2015-09-29,39
마포구,105. 합정역 5번출구 앞,2015-09-29,21
마포구,106. 합정역 7번출구 앞,2015-09-29,68
마포구,107. 신한은행 서교동금융센터점 앞,2015-09-29,20
마포구,108. 서교동 사거리,2015-09-29,10
마포구,111. 상수역 2번출구 앞,2015-09-29,52
마포구,112. 극동방송국 앞,2015-09-29,25
마포구,113. 홍대입구역 2번출구 앞,2015-09-29,80
마포구,114. 홍대입구역 8번출구 앞,2015-09-29,30
마포구,118. 광흥창역 2번출구 앞,2015-09-29,41
마포구,119. 서강나루 공원,2015-09-29,30
마포구,120. 신수동 사거리,2015-09-29,18
마포구,121. 마포소방서 앞,2015-09-29,32
마포구,122. 신성기사식당 앞,2015-09-29,14
마포구,124. 서강대 정문 건너편,2015-09-29,44
마포구,125. 서강대 남문 옆,2015-09-29,48
마포구,126. 서강대 후문 옆,2015-09-29,43
마포구,129. 신촌역(2호선) 6번출구 옆,2015-09-29,22
마포구,130. 신촌역(2호선) 7번출구 앞,2015-09-29,19
마포구,136. 대흥동 주민센터,2015-09-29,0
서대문구,115. 사루비아 빌딩 앞,2015-09-29,14
서대문구,116. 일진아이윌아파트 옆,2015-09-29,31
서대문구,117. 홍은사거리,2015-09-29,2
서대문구,128. 신촌역(2호선) 1번출구 옆,2015-09-29,32
서대문구,131. 증산2교,2015-09-29,27
서대문구,132. 창천문화공원,2015-09-29,40
서대문구,133. 해담는다리,2015-09-29,3
서대문구,135. 명물길 원형무대 앞,2015-09-29,35
서대문구,137. NH농협 신촌지점 앞,2015-09-29,16
서대문구,138. 신촌동 제1공영주차장 앞,2015-09-29,18
서대문구,139. 연세대 정문 건너편,2015-09-29,11
서대문구,140. 이화여대 후문,2015-09-29,12
서대문구,141. 연대 대운동장 옆,2015-09-29,25
영등포구,200. 국회의원회관,2015-09-29,3
영등포구,201. 진미파라곤 앞,2015-09-29,59
영등포구,202. 국민일보 앞,2015-09-29,68
영등포구,203. 국회의사당역 3번출구 옆,2015-09-29,13
영등포구,204. 국회의사당역 5번출구 옆,2015-09-29,16
영등포구,205. 산업은행 앞,2015-09-29,58
영등포구,206. KBS 앞,2015-09-29,35
영등포구,209. 유진투자증권빌딩 앞,2015-09-29,37
영등포구,210. IFC몰,2015-09-29,85
영등포구,211. 여의도역 4번출구 옆,2015-09-29,68
영등포구,212. 여의도역 1번출구 옆,2015-09-29,32
영등포구,213. KT앞,2015-09-29,14
영등포구,214. 금융감독원 앞,2015-09-29,18
영등포구,215. 여의도고교 앞,2015-09-29,98
영등포구,216. 삼부아파트1동 앞,2015-09-29,28
영등포구,217. NH농협은행 앞,2015-09-29,7
영등포구,218. 증권거래소 앞,2015-09-29,13
영등포구,219. 롯데캐슬엠파이어 옆,2015-09-29,7
영등포구,220. 미성아파트 A동 앞,2015-09-29,17
영등포구,221. 여의도초교 앞,2015-09-29,40
영등포구,222. 시범아파트버스정류장 옆,2015-09-29,27
영등포구,223. 진주아파트상가 앞,2015-09-29,18
영등포구,224. 롯데캐슬 앞,2015-09-29,27
영등포구,225. 앙카라공원 앞,2015-09-29,23
영등포구,226. 샛강역 1번출구 앞,2015-09-29,15
그룹명 없음,대여소명 없음,2015-09-30,8
마포구,101. (구)합정동 주민센터,2015-09-30,6
마포구,102. 망원역 1번출구 앞,2015-09-30,33
마포구,103. 망원역 2번출구 앞,2015-09-30,30
마포구,104. 합정역 1번출구 앞,2015-09-30,14
마포구,105. 합정역 5번출구 앞,2015-09-30,14
마포구,106. 합정역 7번출구 앞,2015-09-30,30
마포구,107. 신한은행 서교동금융센터점 앞,2015-09-30,19
마포구,108. 서교동 사거리,2015-09-30,8
마포구,111. 상수역 2번출구 앞,2015-09-30,22
마포구,112. 극동방송국 앞,2015-09-30,22
마포구,113. 홍대입구역 2번출구 앞,2015-09-30,38
마포구,114. 홍대입구역 8번출구 앞,2015-09-30,17
마포구,118. 광흥창역 2번출구 앞,2015-09-30,32
마포구,119. 서강나루 공원,2015-09-30,17
마포구,120. 신수동 사거리,2015-09-30,13
마포구,121. 마포소방서 앞,2015-09-30,14
마포구,122. 신성기사식당 앞,2015-09-30,18
마포구,124. 서강대 정문 건너편,2015-09-30,44
마포구,125. 서강대 남문 옆,2015-09-30,28
마포구,126. 서강대 후문 옆,2015-09-30,40
마포구,129. 신촌역(2호선) 6번출구 옆,2015-09-30,34
마포구,130. 신촌역(2호선) 7번출구 앞,2015-09-30,9
마포구,136. 대흥동 주민센터,2015-09-30,6
서대문구,115. 사루비아 빌딩 앞,2015-09-30,15
서대문구,116. 일진아이윌아파트 옆,2015-09-30,14
서대문구,117. 홍은사거리,2015-09-30,4
서대문구,128. 신촌역(2호선) 1번출구 옆,2015-09-30,19
서대문구,131. 증산2교,2015-09-30,32
서대문구,132. 창천문화공원,2015-09-30,32
서대문구,133. 해담는다리,2015-09-30,3
서대문구,135. 명물길 원형무대 앞,2015-09-30,15
서대문구,137. NH농협 신촌지점 앞,2015-09-30,6
서대문구,138. 신촌동 제1공영주차장 앞,2015-09-30,11
서대문구,139. 연세대 정문 건너편,2015-09-30,7
서대문구,140. 이화여대 후문,2015-09-30,12
서대문구,141. 연대 대운동장 옆,2015-09-30,14
영등포구,200. 국회의원회관,2015-09-30,9
영등포구,201. 진미파라곤 앞,2015-09-30,24
영등포구,202. 국민일보 앞,2015-09-30,21
영등포구,203. 국회의사당역 3번출구 옆,2015-09-30,9
영등포구,204. 국회의사당역 5번출구 옆,2015-09-30,12
영등포구,205. 산업은행 앞,2015-09-30,19
영등포구,206. KBS 앞,2015-09-30,18
영등포구,209. 유진투자증권빌딩 앞,2015-09-30,17
영등포구,210. IFC몰,2015-09-30,29
영등포구,211. 여의도역 4번출구 옆,2015-09-30,18
영등포구,212. 여의도역 1번출구 옆,2015-09-30,12
영등포구,213. KT앞,2015-09-30,16
영등포구,214. 금융감독원 앞,2015-09-30,3
영등포구,215. 여의도고교 앞,2015-09-30,27
영등포구,216. 삼부아파트1동 앞,2015-09-30,16
영등포구,217. NH농협은행 앞,2015-09-30,9
영등포구,218. 증권거래소 앞,2015-09-30,10
영등포구,219. 롯데캐슬엠파이어 옆,2015-09-30,5
영등포구,220. 미성아파트 A동 앞,2015-09-30,11
영등포구,221. 여의도초교 앞,2015-09-30,19
영등포구,222. 시범아파트버스정류장 옆,2015-09-30,17
영등포구,223. 진주아파트상가 앞,2015-09-30,16
영등포구,224. 롯데캐슬 앞,2015-09-30,14
영등포구,225. 앙카라공원 앞,2015-09-30,24
영등포구,226. 샛강역 1번출구 앞,2015-09-30,12
그룹명 없음,대여소명 없음,2015-10-01,6
그룹명 없음,대여소명 없음,2015-10-01,1
그룹명 없음,대여소명 없음,2015-10-01,4
마포구,101. (구)합정동 주민센터,2015-10-01,1
마포구,102. 망원역 1번출구 앞,2015-10-01,6
마포구,103. 망원역 2번출구 앞,2015-10-01,3
마포구,104. 합정역 1번출구 앞,2015-10-01,11
마포구,105. 합정역 5번출구 앞,2015-10-01,1
마포구,106. 합정역 7번출구 앞,2015-10-01,8
마포구,107. 신한은행 서교동금융센터점 앞,2015-10-01,3
마포구,108. 서교동 사거리,2015-10-01,0
마포구,111. 상수역 2번출구 앞,2015-10-01,3
마포구,112. 극동방송국 앞,2015-10-01,2
마포구,113. 홍대입구역 2번출구 앞,2015-10-01,8
마포구,114. 홍대입구역 8번출구 앞,2015-10-01,10
마포구,118. 광흥창역 2번출구 앞,2015-10-01,6
마포구,119. 서강나루 공원,2015-10-01,2
마포구,120. 신수동 사거리,2015-10-01,3
마포구,121. 마포소방서 앞,2015-10-01,2
마포구,122. 신성기사식당 앞,2015-10-01,4
마포구,124. 서강대 정문 건너편,2015-10-01,10
마포구,125. 서강대 남문 옆,2015-10-01,9
마포구,126. 서강대 후문 옆,2015-10-01,13
마포구,129. 신촌역(2호선) 6번출구 옆,2015-10-01,6
마포구,130. 신촌역(2호선) 7번출구 앞,2015-10-01,7
마포구,136. 대흥동 주민센터,2015-10-01,0
서대문구,115. 사루비아 빌딩 앞,2015-10-01,3
서대문구,116. 일진아이윌아파트 옆,2015-10-01,6
서대문구,128. 신촌역(2호선) 1번출구 옆,2015-10-01,6
서대문구,131. 증산2교,2015-10-01,8
서대문구,132. 창천문화공원,2015-10-01,5
서대문구,133. 해담는다리,2015-10-01,2
서대문구,135. 명물길 원형무대 앞,2015-10-01,8
서대문구,137. NH농협 신촌지점 앞,2015-10-01,2
서대문구,138. 신촌동 제1공영주차장 앞,2015-10-01,8
서대문구,140. 이화여대 후문,2015-10-01,0
서대문구,141. 연대 대운동장 옆,2015-10-01,6
영등포구,200. 국회의원회관,2015-10-01,2
영등포구,201. 진미파라곤 앞,2015-10-01,1
영등포구,202. 국민일보 앞,2015-10-01,2
영등포구,203. 국회의사당역 3번출구 옆,2015-10-01,1
영등포구,204. 국회의사당역 5번출구 옆,2015-10-01,1
영등포구,205. 산업은행 앞,2015-10-01,3
영등포구,206. KBS 앞,2015-10-01,3
영등포구,209. 유진투자증권빌딩 앞,2015-10-01,2
영등포구,210. IFC몰,2015-10-01,4
영등포구,211. 여의도역 4번출구 옆,2015-10-01,0
영등포구,212. 여의도역 1번출구 옆,2015-10-01,1
영등포구,213. KT앞,2015-10-01,6
영등포구,214. 금융감독원 앞,2015-10-01,1
영등포구,215. 여의도고교 앞,2015-10-01,5
영등포구,216. 삼부아파트1동 앞,2015-10-01,5
영등포구,217. NH농협은행 앞,2015-10-01,3
영등포구,218. 증권거래소 앞,2015-10-01,1
영등포구,219. 롯데캐슬엠파이어 옆,2015-10-01,1
영등포구,220. 미성아파트 A동 앞,2015-10-01,0
영등포구,221. 여의도초교 앞,2015-10-01,2
영등포구,222. 시범아파트버스정류장 옆,2015-10-01,2
영등포구,223. 진주아파트상가 앞,2015-10-01,6
영등포구,224. 롯데캐슬 앞,2015-10-01,3
영등포구,225. 앙카라공원 앞,2015-10-01,1
영등포구,226. 샛강역 1번출구 앞,2015-10-01,1
그룹명 없음,대여소명 없음,2015-10-02,16
그룹명 없음,대여소명 없음,2015-10-02,1
그룹명 없음,대여소명 없음,2015-10-02,2
마포구,101. (구)합정동 주민센터,2015-10-02,7
